reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
431ac010-f1fa-4d6a-98ec-6c8da9629a2f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nice apps dr blu 👍,5,0,,3/4/2026 3:09,"Hai, Kak Arie Kurniawan. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).
",3/4/2026 4:06,
f3127828-f41a-4174-b217-0bc54195d9b9,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Always ask permission for location eventhough I already gave the permission. I use x9c honor. please repair.,2,0,2.9.20,3/4/2026 0:03,"Hai, Kak Teddy. Maaf atas ketidaknyamanannya.Blu ingin memahami lebih lanjut kendala yang Kakak alami agar bisa kami tindaklanjuti secepatnya. Mohon kesediaannya untuk menghubungi kami di 1500668, ya. Tim kami siap bantu secara langsung.",3/4/2026 0:17,2.9.20
193123c7-65d6-4736-bd20-dfa775022119,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sering banget eror,3,0,2.9.20,3/3/2026 23:33,"Hai, Kak Zia. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi memenuhi kebutuhan perbankan Kakak. Blu ingin memahami lebih lanjut kendala yang Kakak alami agar bisa kami tindaklanjuti secepatnya. Mohon kesediaannya untuk menghubungi kami di 1500668, ya. Tim kami siap bantu secara langsung.",3/4/2026 0:17,2.9.20
740ae8f1-e797-4aed-ae05-bf687bf4dc70,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"buset loading loginnya lama bener ,mau bayar jadi sulit",1,0,2.9.20,3/3/2026 5:06,"Hai, Kak David Argoanto. Maaf atas ketidaknyamanannya.Terkait kendala aplikasi lambat mohon pastikan Kakak sudah menggunakan aplikasi blu versi terbaru, jaringan yang digunakan dalam keadaan stabil dan Kakak juga bisa melakukan clear cache aplikasi blu ya.",3/3/2026 6:29,2.9.20
c7a0f81b-a13c-4913-b0fa-276b36c6f2ce,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"face recognition nya jelek. gagal terus, udah beberapa kali ganti device selalu ada masalah di login face recognition. kalau memang belum matang, lebih baik ada opsi lain untuk login. selain hubungi haloblu yang berbayar itu",2,0,2.9.20,3/3/2026 2:52,"Hai, Kak Putri. Maaf atas ketidaknyamanannya. Terkait kendala verifikasi wajah mohon pastikan pada saat verifikasi wajah berada dalam lingkaran, tidak menggunakan masker dan kacamata, pencahayaan cukup dan jaringan yang digunakan dalam keadaan stabil ya Kak.",3/3/2026 3:11,2.9.20
47f76720-212a-410f-802c-6da08c9bce68,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"mau bikin akun, verifikasi muka aja susah banget, heran.",1,0,2.9.20,3/3/2026 0:15,"Hai, Kak Fabian. Maaf atas ketidaknyamanannya. Terkait kendala verifikasi wajah saat pembukaan rekening mohon pastikan pada saat verifikasi, wajah berada dalam lingkaran, tidak menggunakan masker dan kacamata, pencahayaan cukup dan jaringan yang digunakan dalam keadaan stabil ya Kak.",3/3/2026 0:50,2.9.20
0295f3d8-ff7c-4d69-8898-090815362966,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,emot banget apalagi pas baru buka,3,0,2.9.10,3/2/2026 12:34,"Hai, Kak Yudha. Maaf atas ketidaknyamanannya. Kami akan selalu terus memperbaiki sistem demi mencapai kepuasan para pengguna aplikasi blu. Terkait kendala tersebut pastikan Kakak menggunakan aplikasi blu versi terbaru, pastikan setting waktu di handphone menjadi otomatis, jaringan internet lancar dan stabil serta tidak menggunakan jaringan WiFi.",3/2/2026 13:59,2.9.10
55f1c119-8e96-4a23-ac82-8982cee336ca,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saat ini kenapa blu saya tidak bisa di buka? Kalo terbuka...lalu tertutup infonya sesi habis, silahkan coba lagi",1,0,2.9.20,3/2/2026 7:29,"Hai, Kak Filo. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi memenuhi kebutuhan perbankan Kakak. Blu ingin memahami lebih lanjut kendala yang Kakak alami agar bisa kami tindaklanjuti secepatnya. Mohon kesediaannya untuk menghubungi kami di 1500668, ya. Tim kami siap bantu secara langsung.",3/2/2026 8:12,2.9.20
f203008d-7847-4063-9adf-d884e37d0723,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"udah 3 hari red screen blu nya, ga ada penanganan, tetap tidak bisa sudah dicoba close all app",1,0,2.9.20,3/1/2026 17:04,"Hai, Kak Azura. Maaf atas ketidaknyamanannya.Blu ingin memahami lebih lanjut kendala yang Kakak alami agar bisa kami tindaklanjuti secepatnya. Mohon kesediaannya untuk menghubungi kami di 1500668, ya. Tim kami siap bantu secara langsung.",3/1/2026 19:32,2.9.20
583d2e38-5bf0-483d-85ae-0f2a44a10b71,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Akhir2 ini app sangat slow. Harus force closed dan clear chace dulu kalau mau dipakai. Bayar QR juga loadingnya sangat lama, jadinya payment pakai aplikasi bank atau e-wallet lain, padahal biasanya pakai blu 🥲",1,0,2.9.20,3/1/2026 7:09,"Hai, Kak Rizky. Maaf atas ketidaknyamanannya. Kami akan selalu terus memperbaiki sistem demi mencapai kepuasan para pengguna aplikasi blu. Terkait kendala tersebut pastikan Kakak menggunakan aplikasi blu versi terbaru, pastikan setting waktu di handphone menjadi otomatis, jaringan internet lancar dan stabil serta tidak menggunakan jaringan WiFi.",3/1/2026 8:13,2.9.20
